Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/about/,97.91.169.33,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/about/,98.40.10.88,1,1,0:00:41,0,0.00%,0.00%,$0.00 
/about/,99.32.58.89,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/about/,99.8.85.105,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/acupuncture/,24.169.87.10,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/acupuncture/,65.184.42.10,1,1,0:01:08,0,0.00%,0.00%,$0.00 
/acupuncture/,71.49.142.72,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,104.8.80.79,1,1,0:02:00,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,107.10.231.221,1,1,0:00:32,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,107.126.121.174,1,1,0:01:19,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,107.136.61.184,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,107.77.169.36,1,1,0:04:50,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,107.77.196.108,1,1,0:01:34,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,107.77.204.226,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,107.77.207.231,1,1,0:01:06,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,108.16.85.117,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,108.195.7.70,1,1,0:00:34,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,108.202.117.72,1,1,0:01:26,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,108.234.124.199,1,1,0:01:43,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,108.75.185.166,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,128.119.226.22,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,136.56.102.125,1,1,0:00:38,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,137.83.68.106,1,1,0:00:59,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,148.76.109.230,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,166.137.83.5,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,166.181.82.19,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.221.114.222,1,1,0:01:34,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.56.30.114,1,1,0:01:53,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.56.42.87,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,172.58.111.155,1,1,0:01:57,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.120.237,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,172.58.137.217,1,1,0:01:57,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.155.234,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,172.58.160.165,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,172.58.187.101,1,1,0:01:00,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.207.135,1,1,0:00:55,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.28.93,1,1,0:02:02,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.31.102,1,1,0:01:07,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.36.197,1,1,0:01:17,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.44.251,1,1,0:01:05,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.58.70.156,1,1,0:01:55,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.76.59.43,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,172.79.21.112,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,172.89.24.156,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,173.233.162.66,1,1,0:00:44,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,173.29.245.134,1,1,0:01:25,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,173.54.76.88,1,1,0:01:36,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.101.206.29,1,1,0:00:24,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.126.154.195,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.198.65.5,1,1,0:01:09,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.199.238.114,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.205.128.46,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,174.208.193.174,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,174.215.189.51,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,174.247.240.255,1,1,0:00:53,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.248.57.86,1,1,0:02:03,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.252.202.5,1,1,0:01:29,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.54.123.8,1,1,0:01:00,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,174.71.25.80,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,174.96.48.51,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,184.20.108.209,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,184.62.130.147,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,184.97.48.228,1,1,0:01:06,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,192.190.159.60,1,1,0:01:24,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,208.104.195.107,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,208.38.254.86,1,1,0:01:17,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,216.116.227.255,1,1,0:01:00,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,216.93.226.235,1,1,0:01:17,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,23.117.99.64,1,1,0:01:12,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.0.99.105,1,1,0:01:56,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.118.105.76,1,1,0:01:49,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.154.107.20,1,1,0:01:18,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.169.2.9,1,1,0:00:38,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.186.210.13,1,1,0:01:57,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.190.29.127,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,24.237.17.179,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,24.240.58.192,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.5.177.117,1,1,0:01:02,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.59.245.51,1,1,0:01:12,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,24.7.183.2,1,1,0:01:23,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,31.48.115.8,1,1,0:04:14,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,47.148.65.217,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,47.153.54.247,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,47.185.27.2,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,47.222.191.65,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,47.37.130.240,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,64.251.147.224,1,1,0:01:52,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,65.184.42.10,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,66.220.238.147,1,1,0:02:11,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,66.55.195.192,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,67.172.10.62,1,1,0:00:36,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,67.251.11.232,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,67.43.240.171,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,67.82.145.227,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,68.10.108.230,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.162.66.44,1,1,0:01:09,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.202.78.144,1,1,0:01:01,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.33.60.39,1,1,0:02:43,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.52.241.50,1,1,0:00:49,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.82.200.161,1,1,0:01:14,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.93.4.230,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,69.140.84.145,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,69.255.155.56,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,69.88.40.153,1,1,0:01:21,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.162.176.142,1,1,0:01:46,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.172.5.170,1,1,0:01:02,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.18.238.174,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.94.78.192,1,1,0:02:56,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.129.32.129,1,1,0:01:40,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.15.205.15,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,71.190.28.176,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,71.214.48.85,1,1,0:00:40,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.255.32.18,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.67.244.85,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,71.81.210.174,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,72.202.206.47,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,72.220.69.176,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.108.31.82,1,1,0:01:20,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.11.8.10,1,1,0:11:36,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.135.130.127,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.147.52.48,1,1,0:02:14,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.154.51.68,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,73.16.205.220,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.236.244.138,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,73.37.13.59,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.50.147.172,1,1,0:01:26,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,74.199.76.172,1,1,0:01:10,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.104.71.177,1,1,0:01:43,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.172.55.60,1,1,0:00:44,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.21.235.253,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,75.89.200.130,1,1,0:00:55,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,76.108.73.56,1,1,0:02:36,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,76.183.186.151,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,76.25.77.216,1,1,0:01:11,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,76.26.54.57,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,8.29.210.69,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,96.252.109.126,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,97.113.35.1,1,1,0:00:49,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,97.86.226.143,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,98.10.243.160,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,98.148.192.63,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,98.152.32.83,1,1,0:01:42,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,98.165.150.193,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/am-i-in-menopause/,98.222.57.206,1,1,0:00:48,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,98.27.129.144,1,1,0:01:41,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,99.160.137.175,1,1,0:02:24,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,99.182.122.131,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,99.32.58.89,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,99.8.85.105,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,99.82.254.180,1,1,0:01:33,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,99.93.208.84,1,1,0:00:57,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,24.0.99.105,1,1,0:00:50,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,68.15.240.108,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,71.255.32.18,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/avoiding-triggers/,73.90.207.79,1,1,0:00:44,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,96.61.82.208,1,1,0:00:32,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,98.4.93.222,1,1,0:00:39,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,140.186.252.50,1,1,0:01:25,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,172.58.207.135,1,1,0:00:58,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,174.216.11.136,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/avoiding-weight-gain/,24.136.53.79,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,24.250.15.34,1,1,0:29:43,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,24.60.157.158,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,47.32.4.202,1,1,0:02:30,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,65.184.42.10,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/avoiding-weight-gain/,67.188.101.116,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,68.47.20.170,1,1,0:01:09,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,73.11.8.10,1,1,0:03:00,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,73.181.216.235,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/avoiding-weight-gain/,81.110.124.156,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/avoiding-weight-gain/,99.108.235.167,1,1,0:02:22,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,99.185.57.102,1,1,0:01:23,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,99.44.25.230,1,1,0:01:06,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,99.8.85.105,1,1,0:00:52,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,99.82.254.180,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/bladder-control-problems/,107.136.61.184,1,1,0:01:36,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,107.207.246.122,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,107.242.113.64,1,1,0:23:24,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,108.195.7.70,1,1,0:01:01,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,108.52.130.168,1,1,0:06:23,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,136.34.91.100,1,1,0:00:23,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,172.56.13.86,1,1,0:06:59,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,172.58.137.217,1,1,0:03:07,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,172.58.139.108,1,1,0:02:56,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,172.58.207.135,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/bladder-control-problems/,174.199.238.114,1,1,0:02:58,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,174.211.129.240,1,1,0:02:17,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,174.246.134.42,1,1,0:07:19,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,23.117.99.64,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/bladder-control-problems/,47.198.15.234,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/bladder-control-problems/,47.226.30.185,1,1,0:01:57,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,54.201.37.197,1,1,0:00:12,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,67.44.224.77,1,1,0:02:52,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,69.141.231.61,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/bladder-control-problems/,70.187.28.91,1,1,0:01:50,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,73.131.117.35,1,1,0:01:21,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,73.147.52.48,1,1,0:04:08,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,73.50.147.172,1,1,0:04:19,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,75.115.127.225,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,75.58.42.195,1,1,0:01:46,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,96.29.3.249,1,1,0:01:32,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,98.118.116.178,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/bladder-control-problems/,98.174.82.34,1,1,0:02:42,0,0.00%,0.00%,$0.00 
/bladder-control-problems/?ae_live_scanner=true,54.201.37.197,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,1.127.30.239,1,1,0:00:48,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,107.2.232.15,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/brain-fog-cognitive-issues/,107.77.204.226,1,1,0:01:41,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,108.183.166.171,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/brain-fog-cognitive-issues/,108.28.65.24,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,162.222.31.52,1,1,0:02:24,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,173.233.162.66,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/brain-fog-cognitive-issues/,174.246.134.42,1,1,0:03:17,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,184.62.130.147,1,1,0:00:34,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,207.225.154.127,1,1,0:00:37,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,23.123.210.55,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,23.84.10.87,1,1,0:20:28,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,47.226.30.185,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,50.122.27.199,1,1,0:01:29,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,54.201.37.197,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,67.184.189.126,1,1,0:02:26,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,67.213.236.220,1,1,0:02:42,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,69.14.171.213,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/brain-fog-cognitive-issues/,70.235.130.102,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,71.192.14.0,1,1,0:03:07,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,71.240.196.40,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,73.131.117.35,1,1,0:02:33,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,73.147.52.48,1,1,0:00:55,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,75.58.42.195,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,76.9.91.238,1,1,0:00:53,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,96.252.109.126,1,1,0:01:17,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/?ae_live_scanner=true,54.201.37.197,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,140.186.252.50,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,174.210.235.168,1,1,0:02:04,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,73.11.8.10,1,1,0:08:56,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,73.182.217.127,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,73.90.207.79,1,1,0:02:16,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,98.152.32.83,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/clonidine/,174.243.179.121,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/clonidine/,24.118.105.76,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/clonidine/,24.169.87.10,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/clonidine/,24.194.226.86,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/clonidine/,24.59.245.51,1,1,0:00:37,0,0.00%,0.00%,$0.00 
/clonidine/,67.184.189.126,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/clonidine/,70.162.176.142,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/clonidine/,71.237.252.165,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/clonidine/,71.67.244.85,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/clonidine/,71.81.210.174,1,1,0:00:38,0,0.00%,0.00%,$0.00 
/clonidine/,72.202.206.47,1,1,0:00:39,0,0.00%,0.00%,$0.00 
/clonidine/,73.11.8.10,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/clonidine/,73.181.216.235,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/clonidine/,73.37.13.59,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/clonidine/,73.94.72.118,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/clonidine/,97.102.31.226,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/clonidine/,98.30.218.60,1,1,0:06:47,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,108.238.90.79,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,140.186.252.50,1,1,0:02:00,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,173.29.245.134,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,50.122.27.199,1,1,0:01:45,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,71.12.154.101,1,1,0:00:42,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,73.182.217.127,1,1,0:01:46,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy/,140.186.252.50,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy/,52.50.31.99,1,1,0:00:15,1,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy/,54.229.168.186,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy/,71.67.244.85,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/contact/,18.208.35.91,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/contact/,71.129.32.129,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/contact/,76.24.190.225,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/contact/,93.177.72.7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/cooling-techniques/,107.126.100.27,1,1,0:01:01,0,0.00%,0.00%,$0.00 
/cooling-techniques/,172.58.139.108,1,1,0:01:24,0,0.00%,0.00%,$0.00 
/cooling-techniques/,174.199.238.114,1,1,0:01:14,0,0.00%,0.00%,$0.00 
/cooling-techniques/,64.127.165.14,1,1,0:03:13,0,0.00%,0.00%,$0.00 
/cooling-techniques/,70.94.244.118,1,1,0:02:12,0,0.00%,0.00%,$0.00 
/cooling-techniques/,71.214.48.85,1,1,0:02:27,0,0.00%,0.00%,$0.00 
/cooling-techniques/,73.37.13.59,1,1,0:00:59,0,0.00%,0.00%,$0.00 
/cooling-techniques/,73.90.207.79,1,1,0:02:08,0,0.00%,0.00%,$0.00 
/cooling-techniques/,75.172.55.60,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/cooling-techniques/,96.29.3.249,1,1,0:01:34,0,0.00%,0.00%,$0.00 
/cooling-techniques/,99.44.25.230,1,1,0:02:34,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,100.35.149.7,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,104.4.139.57,1,1,0:02:25,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,104.62.180.181,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,104.7.29.81,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,104.8.80.79,1,1,0:01:45,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,107.12.183.250,1,1,0:01:52,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,107.126.100.27,1,1,0:02:33,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,107.2.232.15,1,1,0:01:57,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,107.77.169.36,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,107.77.207.231,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,107.77.208.231,1,1,0:00:00,0,0.00%,100.00%,$0.00 
