,?s=Anxiety,?s=Transgender,about,acupuncture,am-i-in-menopause,avoiding-triggers,avoiding-weight-gain,bladder-control-problems,brain-fog-cognitive-issues,clinical-hypnosis,clonidine,cognitive-behavioral-therapy,cognitive-behavioral-therapy-for-sleep,cooling-techniques,create-my-menoplan,dealing-with-bladder-control,dealing-with-brain-fog,dealing-with-dry-eyes,dealing-with-dry-hair-skin,dealing-with-physical-aches-pains,dry-eyes,dry-hair-skin,exercise,featured-video,gabapentin-and-pregabalin,heavy-irregular-periods,herbal-remedies-and-supplements,homepage,hormone-therapy,hot-flashes,low-sex-drive,meditation-mindfulness-mindfulness-based-stress-reduction,mood-depression-anxiety,omega-3-fatty-acids,ospemifene,our-story,our-team,paced-breathing,pain-with-sex,pelvic-floor-physical-therapy,physical-aches-pains,publications,questions-and-answers,science,sedatives,sleep-problems-insomnia,soy-foods-and-supplements,ssris-and-snris,staying-healthy-in-midlife,strategies-to-talk-with-your-doctor,symptoms-landing-page,tai-chi,team/susan-d-reed-md-mph,test/anxiety-assessment,test/depression-assessment,test/insomnia-severity-index,treatment-template-shorter-table-of-contents-2,treatments,vagina-pain-dryness-not-during-sex,vaginal-dilators,vaginal-estrogen,vaginal-laser-therapy,vaginal-lubricants-and-moisturizers,vaginal-physical-therapy,vitamins,weight-gain,what-if-i-have-breast-cancer,what-if-im-transgender-or-nonbinary,who-we-are,womens-stories,yoga,insomnia-severity-index-results,anxiety-assessment-results,depression-assessment-results
vitamins,-0.004848516904900934,0.4981851119785712,-0.029244417761340707,-0.008418236141721925,0.012671835643676363,0.19466531264088052,-0.01892309846817516,-0.025234106684764734,-0.025647152717196267,-0.012346671422296757,0.1083452237222763,0.3492637229024955,0.1946653126408806,0.13725746633023697,0.03113270799773576,0.06918799348560253,0.07867872968096991,-0.01383110485002751,0.0914748184333457,0.1826513323347977,-0.016707799232676845,-0.01623238969194866,0.11711586773805435,-0.004848516904900934,-0.023341252135428953,-0.028220814489059144,0.30919985303379405,0.03108323562982407,-0.018923098468175182,-0.0015430974216388833,-0.02837887776394161,-0.011374425206168236,0.06955615487591672,0.44122202322191145,-0.006865134602506053,-0.013889752508017219,0.16968492873370863,0.34926372290249563,-0.016023363072411926,0.2992937741583956,-0.02650470260964675,-0.008418236141721928,0.009692847517598855,-0.004848516904900934,-0.011374425206168255,0.06866618488759879,0.12599489248857174,-0.01858407709279706,-0.023493636962840198,0.0973711536439184,-0.02797336850268668,-0.004848516904900934,-0.004848516904900935,-0.013031963388864264,-0.011374425206168236,-0.015454997097894182,-0.01702343452412671,0.5669486464877384,-0.018730910647755752,0.3701215396765023,-0.01194876599330214,-0.004848516904900935,0.24812148798412587,-0.006865134602506054,1.0,0.03479068249101866,0.1238428721995939,0.10003755337892455,-0.011256234564187884,0.0789099586240231,-0.010894370943750906,-0.015501780142559025,-0.01032901149836658,-0.010329011498366585
weight-gain,0.11769773058974231,-0.01612297679311538,0.008608811901031365,0.049455208101415724,0.06804536863630083,0.07019626187784792,0.28526350736314776,0.2523148063648434,0.0812721157236638,0.08673271131514815,0.03654171843444536,0.16665111801328952,0.0701962618778479,0.06840268897015389,0.03685914657158131,0.09142204021753597,-0.0003322332476885359,-0.04599315355479721,0.11054748851776253,-0.014677003962004118,0.22624918956809487,0.27614134699140747,0.05836506012052932,-0.01612297679311538,0.03951443772761468,0.04963846229404847,0.14661141425039353,0.12854207275516735,0.024121546578501445,0.10009105359339526,0.2877118094709254,0.23126584778369697,0.28371502313700436,-0.03622750901912659,-0.022828920275793085,0.23262045544441154,0.18349932243555886,0.16665111801328947,0.1402013196112254,-0.0056163719716140785,0.16888993226067872,0.049455208101415696,0.07338985914599322,0.11769773058974226,0.0070244299560468714,0.20136046960532594,-0.012196608985335715,0.0023174404377070707,0.08861536499512289,-0.01721675519442231,0.3873808555369776,-0.01612297679311538,-0.01612297679311538,0.18555573765121328,0.14156928065263702,0.14548214942976637,0.0608543970335015,0.04203651706616977,0.2098077758525223,-0.04296989949615485,0.07019626187784779,-0.016122976793115387,0.058365060120529264,0.07191109886874839,0.03479068249101866,1.0,-0.02132841363428284,-0.05622406911385902,0.23441056853097156,0.10426822700662293,0.14418548589612387,0.20516390653944508,0.20322268184406483,0.1557086463706639
what-if-i-have-breast-cancer,-0.008838091206705596,0.27330097423812716,0.08618017705405064,-0.015345133425216746,0.15184840892995155,-0.02178073949781232,-0.03449386141278603,-0.045997846511426604,-0.0028558159676783683,-0.02250605912483952,-0.03601075219977278,-0.012514071200190819,0.09410396424054802,0.05644132183313779,0.04113251678529356,0.006531673799419797,0.012608269954803535,-0.02521195007704089,0.025425959071511545,0.08703840239696983,0.02355762641559448,-0.02958911836632263,0.04815894216542551,-0.0088380912067056,-0.04254746746228953,-0.00822657859366869,0.030396664537694375,0.09078741216994186,0.026681149212454177,-0.07147887950279458,-0.05173027442023325,-0.020733805691045673,0.057719591818262375,-0.0198587415345974,-0.012514071200190812,0.0481589421654255,0.014959294140875322,0.18722975757208582,-0.029208095392838227,-0.01811007263399107,-0.04831394499911562,-0.015345133425216765,-0.03811508310430813,-0.0088380912067056,-0.020733805691045687,0.025629752307994046,0.05181006517466589,-0.033875878244863974,0.34777860767741964,0.19461059070229567,-0.046971853148608106,-0.008838091206705602,-0.0088380912067056,-0.02375523965211044,0.0738214620208659,0.041007840081548314,-0.031031069897586958,0.11742257045499663,0.023223131721449873,0.08386508779476966,0.09410396424054808,-0.008838091206705598,0.048158942165425496,-0.012514071200190813,0.1238428721995939,-0.02132841363428284,1.0,0.29713838718471414,-0.020518362557796883,0.03775860479825127,-0.019858741534597435,0.06194876399120013,-0.018828179315080663,0.08134739011772023
what-if-im-transgender-or-nonbinary,-0.008423192067404267,0.22461845513077996,0.04136623048572035,-0.01462476490879365,0.1992557715013662,-0.020758255133300128,-0.032874566807579136,-0.002015563397800042,0.13672600147653255,-0.021449525045073917,-0.03432024802371906,-0.011926605281511968,0.17067898665157907,0.042848793577526585,0.0024867116359034228,-0.0005289256561344407,0.004628532298746951,0.05906979083788803,-0.03562732698578693,0.06906428094641077,-0.029025989745072776,-0.028200074119578665,0.03656102487923683,-0.008423192067404267,0.010444722965537006,0.05805855873643974,0.12189670455744381,0.02581133563322415,-0.03287456680757919,-0.015769292677376666,-0.016033114230825155,-0.019760469035600258,0.04096667762496826,-0.01892648426573591,-0.011926605281511961,0.1579436274783029,0.05166128077953311,0.1530581011127367,-0.027836938051768293,-0.017259905627021642,0.05724622231450123,-0.01462476490879363,0.021958694728662676,-0.008423192067404267,-0.019760469035600265,-0.009905608821778543,0.039332863154244106,-0.03228559450619786,0.18502725109457885,0.21157797313167723,-0.038637890243330725,-0.00842319206740427,-0.008423192067404267,-0.0226400635066007,0.13644133381724005,0.08743309082451571,-0.029574334060516114,0.10220986051509123,0.06222692263158427,0.06627781881450656,-0.02075825513330011,-0.00842319206740427,0.09725232617876994,-0.011926605281511968,0.10003755337892455,-0.05622406911385902,0.29713838718471414,1.0,-0.01955513975708127,0.07450109755973405,-0.0189264842657359,0.12208632368785309,-0.01794430120048153,0.147542032092848
who-we-are,0.2852911512580646,-0.005607688476816993,0.2250507222393081,-0.009736347574521433,0.030746514062034914,-0.013819681087446288,0.16733702410822002,-0.02918521520176428,-0.02966293519777378,0.17091243096089778,0.1253097131560857,0.4039507735470184,0.22514563771631266,-0.018827372269858166,0.08431476105266211,0.18962147337222646,0.09099809580051128,-0.01599675298868153,-0.023718674511901038,-0.014119572778284944,-0.01932387471627638,-0.018774026452240092,0.13545364796052606,0.28529115125806453,0.16396990781423149,-0.03263957604370167,-0.019379578201346514,0.035950189652295954,0.10426266897206074,0.10713525272776588,0.050234265427350135,0.5717905471854917,0.3653068278050707,-0.012600190862836654,-0.007940064344904532,0.1354536479605259,0.08589431014839426,0.40395077354701836,-0.018532270841459555,-0.011490676351800783,-0.030654758624300255,-0.009736347574521438,0.16458543956197996,-0.005607688476816993,-0.013155411110266038,0.16738503721324877,-0.01728250424844485,0.048193435973821426,-0.02717222603511425,0.07731810099220987,0.20800031438334,-0.005607688476816994,-0.005607688476816995,0.3403298257303962,0.4742995541361986,0.33876394210166716,-0.01968893158241849,0.026068816482150602,0.0966317763775425,-0.014945243260380072,0.22514563771631263,-0.005607688476816994,-0.016064583585614932,-0.007940064344904536,-0.011256234564187884,0.23441056853097156,-0.020518362557796883,-0.01955513975708127,1.0,-0.0024849525531118895,0.24885376954102378,0.4471049224518559,0.4011968607554034,0.40119686075540356
womens-stories,0.09315461518037409,0.20084031239445557,0.02948045528338974,-0.025229587181769545,0.13923718566246848,0.05265016879091437,0.13007941864289502,0.13695754886560602,0.19119342268816222,0.06582930020115027,0.07790717632456035,-0.02057491724544101,0.008419763834984287,0.04981655812555912,0.21848301926431268,0.14649940303282105,0.08047190643386384,0.035345266691405426,0.15428963465006343,0.13026845110174318,0.032388836857264805,0.10314993722698741,0.01446160878960201,-0.014531082033707367,0.14212266159041373,0.01438783773346864,0.01956031357970957,0.12210284264996137,0.10673038804739256,0.05182370334198221,0.06867870599682024,0.07417908360396681,0.10301078550024818,0.015742254748229354,-0.020574917245441,0.18272986059384927,0.18172287773117954,0.1318999159127378,0.040947563280636354,-0.007709738411652298,0.07966503810557286,0.09941658758530623,0.09528913053262164,0.093154615180374,0.03808961151059491,0.18408435076586002,0.226754236655535,0.15067966452058718,0.004131246062246894,0.06968105937306072,0.005138135545459975,-0.014531082033707367,-0.014531082033707371,0.039881255777640734,0.03808961151059493,0.1385112402276887,-0.019511923084665483,0.11522825815078028,0.03144506988824404,0.08427136483999507,-0.035810641120945806,-0.014531082033707371,0.01446160878960198,0.05566249933364856,0.0789099586240231,0.10426822700662293,0.03775860479825127,0.07450109755973405,-0.0024849525531118895,1.0,-0.03265060244077193,0.09125890882572216,0.08374760713871533,0.08374760713871532
yoga,-0.005427413408548629,-0.00542741340854863,0.011806463100860068,-0.009423345036855924,-0.07925481097408209,-0.013375408200001507,0.27184147196058933,-0.0282469735921107,0.041375219417626834,0.12957020803216374,-0.02211396496934562,0.31123474149312086,0.17165107190001927,-0.018222112930774987,0.009914180877195809,0.14109485389346768,0.15769207889060416,0.3057792158842429,0.17760826552621337,0.07358431780506779,-0.018702653896309724,-0.018170482065931633,0.21908745451477044,-0.00542741340854863,0.07244614707690254,-0.031590284196650185,0.0785431227827671,0.06506638597040536,-0.02118245236056541,0.09104087497083471,0.16116052916625717,0.13823849615959996,0.09991709054834075,-0.012195121951219513,-0.007684808431928899,0.10176965629073201,0.1472200383166214,0.3112347414931208,-0.017936498375688028,-0.011121275934439085,-0.029669274368783482,-0.00942334503685593,0.11970924459957323,-0.00542741340854863,0.13823849615959988,0.09956850156799611,-0.016726909078328522,-0.020802952980734007,-0.026298697677800114,-0.027660854797071636,0.10344984535384656,-0.00542741340854863,-0.00542741340854863,-0.014587935697396926,-0.012732493067331561,0.09315530768940672,0.11274785192338253,0.1914333881121732,0.0706267552506794,-0.014464785981023215,0.17165107190001935,-0.00542741340854863,-0.01554814193330631,-0.007684808431928903,-0.010894370943750906,0.14418548589612387,-0.019858741534597435,-0.0189264842657359,0.24885376954102378,-0.03265060244077193,1.0,0.12667427353186947,-0.011562260502097433,-0.011562260502097434
insomnia-severity-index-results,0.31277162108561213,-0.0077227560761879595,0.08017996216307827,-0.01340863311181882,0.15314057810408016,-0.019032088984663947,0.10884199774917518,0.13235998588957076,0.05887348228491296,0.08235085532814469,0.05014945638283919,0.21596310373947053,0.24424514196985392,0.07189278414971026,0.12055116758974115,0.08001551261002723,0.026257545381445844,0.09225185279298012,-0.03266471353806017,0.04262962403723442,0.21881236589174363,-0.02585507869382349,0.06134300759668869,-0.007722756076187958,0.03295334340621644,0.004140162575581093,-0.026689028095469313,0.21319238324942352,0.03935056841700945,0.05754278799178861,0.13781128344310434,0.304111392319976,0.3304781735529829,-0.01735264020984513,-0.010934840695669409,0.22827643810570974,0.14868814584532494,0.2159631037394705,0.040675909733931814,-0.01582464699710793,0.09983726341776429,0.35756354964850223,0.08584676001845819,0.31277162108561213,-0.018117274436083637,0.36781701096629166,-0.023800994874840168,0.04717637857289451,0.05132002392796667,0.03842196550766583,0.2385132031104405,-0.007722756076187958,-0.007722756076187961,0.2924908387658117,0.30411139231997575,0.9183975527876319,0.06665785868353183,0.035901265150312174,0.10049597519041409,-0.02058218260097079,0.1126065264925948,-0.007722756076187956,-0.0221237076578221,-0.010934840695669412,-0.015501780142559025,0.20516390653944508,0.06194876399120013,0.12208632368785309,0.4471049224518559,0.09125890882572216,0.12667427353186947,1.0,0.3249295914654954,0.32492959146549516
anxiety-assessment-results,0.7066843389919938,-0.005145759749941698,0.03934780095875597,0.1970514782220987,0.102039299845368,0.13350586856239172,0.1342598886878122,-0.026781107099563772,0.08352642911836444,0.10018790813384783,0.1603053610234095,-0.007286008073891502,-0.012681296222285214,0.09135594778152539,0.09214542670787763,0.17400156043569898,0.04683192308958941,-0.014679033615940149,0.057466888853619294,-0.012956484581702695,-0.01773208642723544,0.04548672780700498,-0.014741276723230739,-0.005145759749941699,0.13099244029242169,-0.029950917807790835,0.05909209626402111,0.023421833333541652,0.057088346020994954,0.0649941501081732,-0.03011867129896913,0.34576926573050903,0.5617569809957524,-0.011562260502097431,-0.007286008073891504,-0.014741276723230737,-0.02244994737621325,-0.0072860080738915015,-0.017005690270642502,-0.010544141336514741,-0.028129598091126334,-0.008934323949616562,0.02592494020307192,-0.0051457597499417,-0.012071744938222254,0.07287582931174315,0.08385979376328623,0.2360643390143742,-0.024933936260163637,0.0601519203675106,0.13255887891971693,-0.005145759749941697,-0.005145759749941698,0.7688723069433282,0.5843299395096629,0.24540633674085469,-0.018067072034228384,0.023921419161752246,-0.019879226572057384,-0.013714141136813556,-0.012681296222285218,-0.005145759749941702,-0.014741276723230735,-0.007286008073891504,-0.01032901149836658,0.20322268184406483,-0.018828179315080663,-0.01794430120048153,0.4011968607554034,0.08374760713871533,-0.011562260502097433,0.3249295914654954,1.0,0.7472594397076737
depression-assessment-results,0.706684338991994,-0.005145759749941698,0.10973287594963406,-0.008934323949616562,0.14141290229616088,0.13350586856239174,0.13425988868781213,-0.02678110709956378,-0.027219475303748134,0.10018790813384786,0.06966949613960166,-0.0072860080738915015,-0.01268129622228523,0.09135594778152546,0.07244406035869203,0.17400156043569903,-0.026508635711088333,-0.014679033615940156,0.05746688885361931,-0.012956484581702702,-0.017732086427235432,0.045486727807004995,-0.014741276723230745,-0.005145759749941697,0.13099244029242169,0.02456500714937233,0.05909209626402112,0.042555811352084444,0.05708834602099493,0.09164688953000313,-0.030118671298969113,0.3457692657305088,0.422346517779584,-0.011562260502097433,-0.007286008073891499,-0.014741276723230739,-0.02244994737621325,-0.0072860080738915015,-0.01700569027064251,-0.01054414133651474,0.02445501095309631,-0.008934323949616577,0.02592494020307193,-0.005145759749941696,-0.012071744938222264,0.07287582931174323,0.08385979376328623,0.23606433901437412,0.024340271111112078,0.06015192036751058,0.1224184301175634,-0.005145759749941696,-0.005145759749941697,0.4210042149493448,0.8228906132888172,0.24540633674085457,-0.01806707203422838,0.04143004165227636,0.05248813331744969,-0.013714141136813558,-0.012681296222285242,-0.005145759749941697,0.077950084491023,-0.007286008073891503,-0.010329011498366585,0.1557086463706639,0.08134739011772023,0.147542032092848,0.40119686075540356,0.08374760713871532,-0.011562260502097434,0.32492959146549516,0.7472594397076737,1.0
